Date,SPY
2017-06-21,211.69821166992188
2017-06-22,211.60238647460938
2017-06-23,211.8551025390625
2017-06-26,211.9944305419922
2017-06-27,210.28663635253906
2017-06-28,212.16880798339844
2017-06-29,210.30401611328125
2017-06-30,210.6961669921875
2017-07-03,211.05340576171875
2017-07-05,211.54135131835938
2017-07-06,209.60702514648438
2017-07-07,210.96630859375
2017-07-10,211.1928253173828
2017-07-11,211.03594970703125
2017-07-12,212.62185668945312
2017-07-13,212.97915649414062
2017-07-14,213.9725341796875
2017-07-17,213.94635009765625
2017-07-18,214.05958557128906
2017-07-19,215.2186279296875
2017-07-20,215.3144073486328
2017-07-21,215.12265014648438
2017-07-24,215.07041931152344
2017-07-25,215.59324645996094
2017-07-26,215.60191345214844
2017-07-27,215.40151977539062
2017-07-28,215.1488494873047
2017-07-31,215.02682495117188
2017-08-01,215.50608825683594
2017-08-02,215.61065673828125
2017-08-03,215.1924285888672
2017-08-04,215.58453369140625
2017-08-07,215.98536682128906
2017-08-08,215.45384216308594
2017-08-09,215.44509887695312
2017-08-10,212.40402221679688
2017-08-11,212.71771240234375
2017-08-14,214.82643127441406
2017-08-15,214.8002471923828
2017-08-16,215.17498779296875
2017-08-17,211.82017517089844
2017-08-18,211.48907470703125
2017-08-21,211.65464782714844
2017-08-22,213.86793518066406
2017-08-23,213.10108947753906
2017-08-24,212.60446166992188
2017-08-25,213.10108947753906
2017-08-28,213.10984802246094
2017-08-29,213.35385131835938
2017-08-30,214.36459350585938
2017-08-31,215.65423583984375
2017-09-01,215.9591827392578
2017-09-05,214.4081573486328
2017-09-06,215.1400909423828
2017-09-07,215.1139678955078
2017-09-08,214.86129760742188
2017-09-11,217.15296936035156
2017-09-12,217.88494873046875
2017-09-13,217.9894561767578
2017-09-14,217.9197540283203
2017-09-15,218.213134765625
2017-09-18,218.67726135253906
2017-09-19,218.8961944580078
2017-09-20,218.97494506835938
2017-09-21,218.38829040527344
2017-09-22,218.4320526123047
2017-09-25,217.9854736328125
2017-09-26,218.11685180664062
2017-09-27,218.96620178222656
2017-09-28,219.22894287109375
2017-09-29,219.99952697753906
2017-10-02,220.9540557861328
2017-10-03,221.42694091796875
2017-10-04,221.68963623046875
2017-10-05,223.00314331054688
2017-10-06,222.74923706054688
2017-10-09,222.38136291503906
2017-10-10,222.96810913085938
2017-10-11,223.31842041015625
2017-10-12,222.9856414794922
2017-10-13,223.257080078125
2017-10-16,223.55482482910156
2017-10-17,223.71243286132812
2017-10-18,223.931396484375
2017-10-19,223.99269104003906
2017-10-20,225.14859008789062
2017-10-23,224.2729034423828
2017-10-24,224.66697692871094
2017-10-25,223.55482482910156
2017-10-26,223.8438262939453
2017-10-27,225.6739959716797
2017-10-30,224.83334350585938
2017-10-31,225.18359375
2017-11-01,225.48133850097656
2017-11-02,225.56895446777344
2017-11-03,226.322021484375
2017-11-06,226.67230224609375
2017-11-07,226.51473999023438
2017-11-08,226.89999389648438
2017-11-09,226.0768280029297
2017-11-10,226.00680541992188
2017-11-13,226.21694946289062
2017-11-14,225.6915283203125
2017-11-15,224.56185913085938
2017-11-16,226.4709014892578
2017-11-17,225.8053436279297
2017-11-20,226.19065856933594
2017-11-21,227.67059326171875
2017-11-22,227.46920776367188
2017-11-24,227.9945831298828
2017-11-27,227.88075256347656
2017-11-28,230.19248962402344
2017-11-29,230.0524139404297
2017-11-30,232.06655883789062
2017-12-01,231.58489990234375
2017-12-04,231.30471801757812
2017-12-05,230.47274780273438
2017-12-06,230.51657104492188
2017-12-07,231.24337768554688
2017-12-08,232.50437927246094
2017-12-11,233.2049102783203
2017-12-12,233.616455078125
2017-12-13,233.59027099609375
2017-12-14,232.63575744628906
2017-12-15,234.572998046875
2017-12-18,236.0605010986328
2017-12-19,235.15386962890625
2017-12-20,235.0306396484375
2017-12-21,235.51478576660156
2017-12-22,235.453125
2017-12-26,235.1714630126953
2017-12-27,235.28598022460938
2017-12-28,235.77011108398438
2017-12-29,234.88104248046875
2018-01-02,236.56211853027344
2018-01-03,238.05841064453125
2018-01-04,239.0618133544922
2018-01-05,240.65496826171875
2018-01-08,241.09506225585938
2018-01-09,241.6407470703125
2018-01-10,241.27105712890625
2018-01-11,243.03143310546875
2018-01-12,244.61575317382812
2018-01-16,243.77952575683594
2018-01-17,246.10325622558594
2018-01-18,245.6895294189453
2018-01-19,246.80728149414062
2018-01-22,248.81405639648438
2018-01-23,249.3422088623047
2018-01-24,249.24539184570312
2018-01-25,249.35096740722656
2018-01-26,252.23788452148438
2018-01-29,250.56556701660156
2018-01-30,247.99554443359375
2018-01-31,248.1188507080078
2018-02-01,247.83712768554688
2018-02-02,242.4416961669922
2018-02-05,232.30221557617188
2018-02-06,236.87901306152344
2018-02-07,235.5940704345703
2018-02-08,226.7571563720703
2018-02-09,230.16336059570312
2018-02-12,233.543212890625
2018-02-13,234.12405395507812
2018-02-14,237.28390502929688
2018-02-15,240.31166076660156
2018-02-16,240.382080078125
2018-02-20,238.8770751953125
2018-02-21,237.6887969970703
2018-02-22,237.99681091308594
2018-02-23,241.79037475585938
2018-02-26,244.59811401367188
2018-02-27,241.54385375976562
2018-02-28,239.09706115722656
2018-03-01,235.6204071044922
2018-03-02,236.83506774902344
2018-03-05,239.57229614257812
2018-03-06,240.17962646484375
2018-03-07,240.09158325195312
2018-03-08,241.25344848632812
2018-03-09,245.4517822265625
2018-03-12,245.14378356933594
2018-03-13,243.5594482421875
2018-03-14,242.30967712402344
2018-03-15,242.0455780029297
2018-03-16,242.30809020996094
2018-03-19,239.02952575683594
2018-03-20,239.43609619140625
2018-03-21,238.97657775878906
2018-03-22,233.0027618408203
2018-03-23,228.03646850585938
2018-03-26,234.27529907226562
2018-03-27,230.28982543945312
2018-03-28,229.60939025878906
2018-03-29,232.54327392578125
2018-04-02,227.52391052246094
2018-04-03,230.44012451171875
2018-04-04,232.9056396484375
2018-04-05,234.74368286132812
2018-04-06,229.5122528076172
2018-04-09,230.6433563232422
2018-04-10,234.3106689453125
2018-04-11,233.08236694335938
2018-04-12,234.9999237060547
2018-04-13,234.3106689453125
2018-04-16,236.23704528808594
2018-04-17,238.76446533203125
2018-04-18,238.94125366210938
2018-04-19,237.6156768798828
2018-04-20,235.60086059570312
2018-04-23,235.56556701660156
2018-04-24,232.39309692382812
2018-04-25,232.9674530029297
2018-04-26,235.33572387695312
2018-04-27,235.55667114257812
2018-04-30,233.7451171875
2018-05-01,234.16041564941406
2018-05-02,232.5874481201172
2018-05-03,232.07485961914062
2018-05-04,235.07949829101562
2018-05-07,235.87478637695312
2018-05-08,235.87478637695312
2018-05-09,238.1547088623047
2018-05-10,240.38160705566406
2018-05-11,241.1150360107422
2018-05-14,241.22998046875
2018-05-15,239.56866455078125
2018-05-16,240.57598876953125
2018-05-17,240.37278747558594
2018-05-18,239.77186584472656
2018-05-21,241.57455444335938
2018-05-22,240.90301513671875
2018-05-23,241.56573486328125
2018-05-24,241.0708770751953
2018-05-25,240.49649047851562
2018-05-29,237.7305908203125
2018-05-30,240.90301513671875
2018-05-31,239.4272003173828
2018-06-01,241.77792358398438
2018-06-04,242.92662048339844
2018-06-05,243.10340881347656
2018-06-06,245.1358184814453
2018-06-07,245.10934448242188
2018-06-08,245.8339385986328
2018-06-11,246.16090393066406
2018-06-12,246.47914123535156
2018-06-13,245.69261169433594
2018-06-14,246.31117248535156
2018-06-15,245.9969482421875
2018-06-18,245.490966796875
2018-06-19,244.5500030517578
2018-06-20,244.96728515625
2018-06-21,243.4315948486328
2018-06-22,243.8754425048828
2018-06-25,240.55563354492188
2018-06-26,241.08819580078125
2018-06-27,239.09097290039062
2018-06-28,240.4580078125
2018-06-29,240.80416870117188
2018-07-02,241.31893920898438
2018-07-03,240.46678161621094
2018-07-05,242.42857360839844
2018-07-06,244.47906494140625
2018-07-09,246.68040466308594
2018-07-10,247.56805419921875
2018-07-11,245.75726318359375
2018-07-12,247.9852752685547
2018-07-13,248.18060302734375
2018-07-16,247.95867919921875
2018-07-17,248.9617156982422
2018-07-18,249.4853973388672
2018-07-19,248.54457092285156
2018-07-20,248.2604522705078
2018-07-23,248.72206115722656
2018-07-24,249.97360229492188
2018-07-25,252.10400390625
2018-07-26,251.50930786132812
2018-07-27,249.80502319335938
2018-07-30,248.5001678466797
2018-07-31,249.72512817382812
2018-08-01,249.3079071044922
2018-08-02,250.66604614257812
2018-08-03,251.74002075195312
2018-08-06,252.6632843017578
2018-08-07,253.4976348876953
2018-08-08,253.3911895751953
2018-08-09,253.04489135742188
2018-08-10,251.3494873046875
2018-08-13,250.4086456298828
2018-08-14,252.00643920898438
2018-08-15,250.12454223632812
2018-08-16,252.1484375
2018-08-17,253.03610229492188
2018-08-20,253.57754516601562
2018-08-21,254.1722869873047
2018-08-22,254.02146911621094
2018-08-23,253.6840362548828
2018-08-24,255.21078491210938
2018-08-27,257.225830078125
2018-08-28,257.3501892089844
2018-08-29,258.73486328125
2018-08-30,257.6875
2018-08-31,257.6962585449219
2018-09-04,257.25250244140625
2018-09-05,256.56005859375
2018-09-06,255.78787231445312
2018-09-07,255.290771484375
2018-09-10,255.73460388183594
2018-09-11,256.577880859375
2018-09-12,256.6400146484375
2018-09-13,258.1578063964844
2018-09-14,258.2022399902344
2018-09-17,256.8353576660156
2018-09-18,258.2289733886719
2018-09-19,258.5040283203125
2018-09-20,260.59893798828125
2018-09-21,260.36077880859375
2018-09-24,259.4958801269531
2018-09-25,259.25518798828125
2018-09-26,258.47943115234375
2018-09-27,259.2016906738281
2018-09-28,259.2284240722656
2018-10-01,260.1291198730469
2018-10-02,259.97735595703125
2018-10-03,260.1200866699219
2018-10-04,258.08721923828125
2018-10-05,256.642578125
2018-10-08,256.642578125
2018-10-09,256.26800537109375
2018-10-10,248.15377807617188
2018-10-11,242.6878204345703
2018-10-12,246.0584259033203
2018-10-15,244.67626953125
2018-10-16,250.02626037597656
2018-10-17,250.07089233398438
2018-10-18,246.45953369140625
2018-10-19,246.3258514404297
2018-10-22,245.22015380859375
2018-10-23,243.97186279296875
2018-10-24,236.5797882080078
2018-10-25,240.8241729736328
2018-10-26,236.5886993408203
2018-10-29,235.27796936035156
2018-10-30,238.7644500732422
2018-10-31,241.31466674804688
2018-11-01,243.88262939453125
2018-11-02,242.4381866455078
2018-11-05,243.77566528320312
2018-11-06,245.31825256347656
2018-11-07,250.57032775878906
2018-11-08,250.11541748046875
2018-11-09,247.67234802246094
2018-11-12,243.04449462890625
2018-11-13,242.58973693847656
2018-11-14,240.9312286376953
2018-11-15,243.44577026367188
2018-11-16,244.07879638671875
2018-11-19,239.950439453125
2018-11-20,235.50978088378906
2018-11-21,236.31228637695312
2018-11-23,234.7340545654297
2018-11-26,238.5237274169922
2018-11-27,239.32618713378906
2018-11-28,244.83673095703125
2018-11-29,244.3017120361328
2018-11-30,245.79083251953125
2018-12-03,249.04544067382812
2018-12-04,240.97576904296875
2018-12-06,240.61019897460938
2018-12-07,235.01942443847656
2018-12-10,235.46524047851562
2018-12-11,235.51870727539062
2018-12-12,236.7047119140625
2018-12-13,236.62440490722656
2018-12-14,232.2552032470703
2018-12-17,227.69874572753906
2018-12-18,227.44906616210938
2018-12-19,224.04283142089844
2018-12-20,220.39585876464844
2018-12-21,215.8800506591797
2018-12-24,210.1758575439453
2018-12-26,220.79498291015625
2018-12-27,222.49012756347656
2018-12-28,222.20314025878906
2018-12-31,224.1493377685547
2019-01-02,224.38253784179688
2019-01-03,219.02810668945312
2019-01-04,226.36463928222656
2019-01-07,228.1494598388672
2019-01-08,230.29298400878906
2019-01-09,231.3692626953125
2019-01-10,232.18545532226562
2019-01-11,232.27513122558594
2019-01-14,230.85801696777344
2019-01-15,233.5038604736328
2019-01-16,234.06890869140625
2019-01-17,235.84471130371094
2019-01-18,238.9838104248047
2019-01-22,235.75503540039062
2019-01-23,236.24835205078125
2019-01-24,236.37393188476562
2019-01-25,238.37391662597656
2019-01-28,236.5622100830078
2019-01-29,236.24835205078125
2019-01-30,239.98826599121094
2019-01-31,242.09603881835938
2019-02-01,242.21255493164062
2019-02-04,243.91665649414062
2019-02-05,244.9391326904297
2019-02-06,244.61619567871094
2019-02-07,242.2843475341797
2019-02-08,242.5802764892578
2019-02-11,242.71484375
2019-02-12,245.83602905273438
2019-02-13,246.63418579101562
2019-02-14,246.08709716796875
2019-02-15,248.768798828125
2019-02-19,249.1993865966797
2019-02-20,249.70156860351562
2019-02-21,248.81365966796875
2019-02-22,250.35630798339844
2019-02-25,250.69711303710938
2019-02-26,250.5177001953125
2019-02-27,250.41012573242188
2019-02-28,249.94375610351562
2019-03-01,251.5043487548828
2019-03-04,250.58949279785156
2019-03-05,250.24864196777344
2019-03-06,248.7329864501953
2019-03-07,246.65216064453125
2019-03-08,246.15890502929688
2019-03-11,249.7284698486328
2019-03-12,250.67018127441406
2019-03-13,252.3294677734375
2019-03-14,252.16799926757812
2019-03-15,253.41392517089844
2019-03-18,254.3326416015625
2019-03-19,254.395751953125
2019-03-20,253.63009643554688
2019-03-21,256.4947204589844
2019-03-22,251.55819702148438
2019-03-25,251.36891174316406
2019-03-26,253.2427215576172
2019-03-27,251.91844177246094
2019-03-28,252.8734130859375
2019-03-29,254.46778869628906
2019-04-01,257.4855651855469
2019-04-02,257.61175537109375
2019-04-03,258.0171813964844
2019-04-04,258.70172119140625
2019-04-05,259.9539794921875
2019-04-08,260.1521301269531
2019-04-09,258.81884765625
2019-04-10,259.7017517089844
2019-04-11,259.629638671875
2019-04-12,261.3861999511719
2019-04-15,261.215087890625
2019-04-16,261.3861999511719
2019-04-17,260.7467041015625
2019-04-18,261.2601623535156
2019-04-22,261.48541259765625
2019-04-23,263.83648681640625
2019-04-24,263.2510681152344
2019-04-25,263.0888671875
2019-04-26,264.3139953613281
2019-04-29,264.7283020019531
2019-04-30,264.86346435546875
2019-05-01,262.8726501464844
2019-05-02,262.3052062988281
2019-05-03,264.87249755859375
2019-05-06,263.782470703125
2019-05-07,259.37738037109375
2019-05-08,259.0171203613281
2019-05-09,258.23333740234375
2019-05-10,259.5305480957031
2019-05-13,253.0084686279297
2019-05-14,255.2965545654297
2019-05-15,256.7919921875
2019-05-16,259.1702575683594
2019-05-17,257.49462890625
2019-05-20,255.79208374023438
2019-05-21,258.09820556640625
2019-05-22,257.3055114746094
2019-05-23,254.1615447998047
2019-05-24,254.7381134033203
2019-05-28,252.3689727783203
2019-05-29,250.6753387451172
2019-05-30,251.3599090576172
2019-05-31,247.97280883789062
2019-06-03,247.3422088623047
2019-06-04,252.7112274169922
2019-06-05,254.9002227783203
2019-06-06,256.5577697753906
2019-06-07,259.1251525878906
2019-06-10,260.3143005371094
2019-06-11,260.2511901855469
2019-06-12,259.7918701171875
2019-06-13,260.8638000488281
2019-06-14,260.57550048828125
2019-06-17,260.674560546875
2019-06-18,263.4041442871094
2019-06-19,263.9986877441406
2019-06-20,266.5210266113281
2019-06-21,266.13360595703125
2019-06-24,265.8077392578125
2019-06-25,263.20074462890625
2019-06-26,262.9382019042969
2019-06-27,263.87054443359375
2019-06-28,265.22845458984375
2019-07-01,267.63623046875
2019-07-02,268.33331298828125
2019-07-03,270.4786376953125
2019-07-05,270.1708068847656
2019-07-08,268.686279296875
2019-07-09,269.021240234375
2019-07-10,270.3066101074219
2019-07-11,270.9403381347656
2019-07-12,272.15325927734375
2019-07-15,272.2438049316406
2019-07-16,271.36572265625
2019-07-17,269.51910400390625
2019-07-18,270.5057067871094
2019-07-19,269.003173828125
2019-07-22,269.6639404296875
2019-07-23,271.592041015625
2019-07-24,272.8683166503906
2019-07-25,271.5647888183594
2019-07-26,273.3843994140625
2019-07-29,272.886474609375
2019-07-30,272.2165832519531
2019-07-31,269.2384948730469
2019-08-01,266.8939208984375
2019-08-02,264.88433837890625
2019-08-05,256.91845703125
2019-08-06,260.5212097167969
2019-08-07,260.6751708984375
2019-08-08,265.7895812988281
2019-08-09,263.9791564941406
2019-08-12,260.7657165527344
2019-08-13,264.8210144042969
2019-08-14,256.9909362792969
2019-08-15,257.6697998046875
2019-08-16,261.4717102050781
2019-08-19,264.621826171875
2019-08-20,262.5942077636719
2019-08-21,264.7305603027344
2019-08-22,264.6489562988281
2019-08-23,257.8507995605469
2019-08-26,260.7023010253906
2019-08-27,259.67938232421875
2019-08-28,261.5080261230469
2019-08-29,264.84820556640625
2019-08-30,264.7305603027344
2019-09-03,263.1826171875
2019-09-04,266.1697998046875
2019-09-05,269.5915222167969
2019-09-06,269.7997131347656
2019-09-09,269.935546875
2019-09-10,269.87213134765625
2019-09-11,271.7911376953125
2019-09-12,272.732666015625
2019-09-13,272.5516052246094
2019-09-16,271.709716796875
2019-09-17,272.3975830078125
2019-09-18,272.5606689453125
2019-09-19,272.5425720214844
2019-09-20,271.2547912597656
2019-09-23,271.191162109375
2019-09-24,269.0631408691406
2019-09-25,270.6546630859375
2019-09-26,270.0907897949219
2019-09-27,268.6357116699219
2019-09-30,269.8816223144531
2019-10-01,266.67138671875
2019-10-02,261.9607238769531
2019-10-03,264.1069641113281
2019-10-04,267.680908203125
2019-10-07,266.5259094238281
2019-10-08,262.38818359375
2019-10-09,264.87994384765625
2019-10-10,266.67138671875
2019-10-11,269.43603515625
2019-10-14,269.1359558105469
2019-10-15,271.800537109375
2019-10-16,271.3638916015625
2019-10-17,272.16424560546875
2019-10-18,270.972900390625
2019-10-21,272.809814453125
2019-10-22,271.9187316894531
2019-10-23,272.7098693847656
2019-10-24,273.15545654296875
2019-10-25,274.27398681640625
2019-10-28,275.8199768066406
2019-10-29,275.7381591796875
2019-10-30,276.5838623046875
2019-10-31,275.8472900390625
2019-11-01,278.4027099609375
2019-11-04,279.5212707519531
2019-11-05,279.2120361328125
2019-11-06,279.2757263183594
2019-11-07,280.25787353515625
2019-11-08,280.94903564453125
2019-11-11,280.4123840332031
2019-11-12,281.0035705566406
2019-11-13,281.0944519042969
2019-11-14,281.5037536621094
2019-11-15,283.54083251953125
2019-11-18,283.7498779296875
2019-11-19,283.66802978515625
2019-11-20,282.6131591796875
2019-11-21,282.15850830078125
2019-11-22,282.7859191894531
2019-11-25,284.9775695800781
2019-11-26,285.6231994628906
2019-11-27,286.8965148925781
2019-11-29,285.8324279785156
2019-12-02,283.4043273925781
2019-12-03,281.5037536621094
2019-12-04,283.24053955078125
2019-12-05,283.7498779296875
2019-12-06,286.3416748046875
2019-12-09,285.4414367675781
2019-12-10,285.1230773925781
2019-12-11,285.9325256347656
2019-12-12,288.3970031738281
2019-12-13,288.56976318359375
2019-12-16,290.55218505859375
2019-12-17,290.61590576171875
2019-12-18,290.63409423828125
2019-12-19,291.8254089355469
2019-12-20,293.10479736328125
2019-12-23,293.55255126953125
2019-12-24,293.56170654296875
2019-12-26,295.1243896484375
2019-12-27,295.05126953125
2019-12-30,293.4245910644531
2019-12-31,294.1373596191406
2020-01-02,296.8881530761719
2020-01-03,294.6401062011719
2020-01-06,295.76416015625
2020-01-07,294.9325866699219
2020-01-08,296.50433349609375
2020-01-09,298.5148620605469
2020-01-10,297.6557312011719
2020-01-13,299.70294189453125
2020-01-14,299.2459716796875
2020-01-15,299.9222717285156
2020-01-16,302.4171447753906
2020-01-17,303.3583068847656
2020-01-21,302.7642822265625
2020-01-22,302.8009033203125
2020-01-23,303.14813232421875
2020-01-24,300.4522399902344
2020-01-27,295.63616943359375
2020-01-28,298.7342224121094
2020-01-29,298.4874267578125
2020-01-30,299.4562683105469
2020-01-31,294.0185852050781
2020-02-03,296.2027893066406
2020-02-04,300.71728515625
2020-02-05,304.19000244140625
2020-02-06,305.21356201171875
2020-02-07,303.5868835449219
2020-02-10,305.8531799316406
2020-02-11,306.3832702636719
2020-02-12,308.3571472167969
2020-02-13,308.02825927734375
2020-02-14,308.52166748046875
2020-02-18,307.7266540527344
2020-02-19,309.19793701171875
2020-02-20,307.92767333984375
2020-02-21,304.7565612792969
